tier,beginmm,begin,endmm,end,diffmm,diff,class,file
default,00:01:05.170,65.17,00:01:07.350,67.35,00:00:02.180,2.18,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:07.370,67.37,00:01:08.110,68.11,00:00:00.740,0.74,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:08.110,68.11,00:01:14.680,74.68,00:00:06.570,6.57,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:14.710,74.71,00:01:17.220,77.22,00:00:02.510,2.51,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:17.250,77.25,00:01:24.970,84.97,00:00:07.720,7.72,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:24.990,84.99,00:01:25.750,85.75,00:00:00.760,0.76,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:25.780,85.78,00:01:26.790,86.79,00:00:01.010,1.01,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:01:26.840,86.84,00:01:28.470,88.47,00:00:01.630,1.63,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33005_sessie1_taskrobotEngagement.eaf
default,00:00:00.060,0.06,00:00:05.570,5.57,00:00:05.510,5.51,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:05.600,5.6,00:00:10.210,10.21,00:00:04.610,4.61,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:10.220,10.22,00:00:14.350,14.35,00:00:04.130,4.13,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:14.390,14.39,00:00:20.120,20.12,00:00:05.730,5.73,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:20.170,20.17,00:00:22.360,22.36,00:00:02.190,2.19,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:22.380,22.38,00:00:25.690,25.69,00:00:03.310,3.31,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:25.700,25.7,00:00:27.100,27.1,00:00:01.400,1.4,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:27.120,27.12,00:00:27.840,27.84,00:00:00.720,0.72,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:27.860,27.86,00:00:28.350,28.35,00:00:00.490,0.49,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:28.350,28.35,00:00:32.490,32.49,00:00:04.140,4.14,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:32.510,32.51,00:00:35.740,35.74,00:00:03.230,3.23,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:35.890,35.89,00:00:39.890,39.89,00:00:04.000,4.0,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:39.920,39.92,00:00:46.780,46.78,00:00:06.860,6.86,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:46.860,46.86,00:00:48.030,48.03,00:00:01.170,1.17,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:48.060,48.06,00:00:49.750,49.75,00:00:01.690,1.69,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:49.770,49.77,00:00:52.980,52.98,00:00:03.210,3.21,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:53.000,53.0,00:00:56.830,56.83,00:00:03.830,3.83,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:56.860,56.86,00:01:02.590,62.59,00:00:05.730,5.73,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:02.610,62.61,00:01:06.410,66.41,00:00:03.800,3.8,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:06.460,66.46,00:01:07.930,67.93,00:00:01.470,1.47,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:08.000,68.0,00:01:17.830,77.83,00:00:09.830,9.83,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:17.840,77.84,00:01:20.390,80.39,00:00:02.550,2.55,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:20.420,80.42,00:01:32.320,92.32,00:00:11.900,11.9,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:32.450,92.45,00:01:33.240,93.24,00:00:00.790,0.79,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:33.260,93.26,00:01:38.340,98.34,00:00:05.080,5.08,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:38.390,98.39,00:01:41.440,101.44,00:00:03.050,3.05,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:41.490,101.49,00:01:46.850,106.85,00:00:05.360,5.36,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:46.880,106.88,00:01:49.560,109.56,00:00:02.680,2.68,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:49.570,109.57,00:01:52.560,112.56,00:00:02.990,2.99,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:01:52.580,112.58,00:01:56.640,116.64,00:00:04.060,4.06,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33006_sessie1_taskrobotEngagement.eaf
default,00:00:00.050,0.05,00:00:03.860,3.86,00:00:03.810,3.81,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:03.860,3.86,00:00:05.920,5.92,00:00:02.060,2.06,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:05.930,5.93,00:00:08.060,8.06,00:00:02.130,2.13,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:08.090,8.09,00:00:19.390,19.39,00:00:11.300,11.3,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:19.430,19.43,00:00:20.900,20.9,00:00:01.470,1.47,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:20.910,20.91,00:00:23.700,23.7,00:00:02.790,2.79,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:23.780,23.78,00:00:33.400,33.4,00:00:09.620,9.62,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:33.430,33.43,00:00:43.260,43.26,00:00:09.830,9.83,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:43.310,43.31,00:00:53.440,53.44,00:00:10.130,10.13,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:53.470,53.47,00:01:02.730,62.73,00:00:09.260,9.26,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:02.730,62.73,00:01:05.110,65.11,00:00:02.380,2.38,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:05.130,65.13,00:01:05.780,65.78,00:00:00.650,0.65,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:05.780,65.78,00:01:16.360,76.36,00:00:10.580,10.58,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:16.370,76.37,00:01:18.880,78.88,00:00:02.510,2.51,4,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:18.880,78.88,00:01:21.180,81.18,00:00:02.300,2.3,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:21.180,81.18,00:01:25.020,85.02,00:00:03.840,3.84,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:25.030,85.03,00:01:29.090,89.09,00:00:04.060,4.06,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:29.100,89.1,00:01:30.090,90.09,00:00:00.990,0.99,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:30.090,90.09,00:01:33.700,93.7,00:00:03.610,3.61,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:33.720,93.72,00:01:38.180,98.18,00:00:04.460,4.46,2,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:38.220,98.22,00:01:39.730,99.73,00:00:01.510,1.51,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:39.810,99.81,00:01:43.100,103.1,00:00:03.290,3.29,1,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:01:43.120,103.12,00:01:47.050,107.05,00:00:03.930,3.93,3,/home/linlincheng/Gaze_estimation/gaze-automated-annotation/Lin_check/33007_sessie1_taskrobotEngagement.eaf
default,00:00:00.000,0.0,00:00:06.619,6.619,00:00:06.619,6.619,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:06.619,6.619,00:00:08.684,8.684,00:00:02.065,2.065,0,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:08.684,8.684,00:00:13.269,13.269,00:00:04.585,4.585,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:13.269,13.269,00:00:14.406,14.406,00:00:01.137,1.137,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:14.406,14.406,00:00:25.938,25.938,00:00:11.532,11.532,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:25.938,25.938,00:00:27.051,27.051,00:00:01.113,1.113,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:27.051,27.051,00:00:30.750,30.75,00:00:03.699,3.699,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:30.750,30.75,00:00:32.000,32.0,00:00:01.250,1.25,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:32.000,32.0,00:00:33.335,33.335,00:00:01.335,1.335,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:33.335,33.335,00:00:34.750,34.75,00:00:01.415,1.415,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:34.750,34.75,00:00:36.501,36.501,00:00:01.751,1.751,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:36.501,36.501,00:00:38.750,38.75,00:00:02.249,2.249,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:38.750,38.75,00:00:41.250,41.25,00:00:02.500,2.5,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:41.250,41.25,00:00:45.000,45.0,00:00:03.750,3.75,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:45.000,45.0,00:00:46.500,46.5,00:00:01.500,1.5,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:46.500,46.5,00:00:47.500,47.5,00:00:01.000,1.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:47.500,47.5,00:00:55.750,55.75,00:00:08.250,8.25,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:55.750,55.75,00:00:56.959,56.959,00:00:01.209,1.209,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:56.959,56.959,00:00:57.650,57.65,00:00:00.691,0.691,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:57.650,57.65,00:00:59.650,59.65,00:00:02.000,2.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:59.650,59.65,00:01:03.150,63.15,00:00:03.500,3.5,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:03.150,63.15,00:01:06.400,66.4,00:00:03.250,3.25,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:06.400,66.4,00:01:07.650,67.65,00:00:01.250,1.25,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:07.650,67.65,00:01:08.400,68.4,00:00:00.750,0.75,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:08.400,68.4,00:01:11.183,71.183,00:00:02.783,2.783,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:11.183,71.183,00:01:14.050,74.05,00:00:02.867,2.867,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:14.050,74.05,00:01:18.820,78.82,00:00:04.770,4.77,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:18.820,78.82,00:01:20.450,80.45,00:00:01.630,1.63,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:20.450,80.45,00:01:29.950,89.95,00:00:09.500,9.5,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:29.950,89.95,00:01:36.134,96.134,00:00:06.184,6.184,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:36.134,96.134,00:01:37.439,97.439,00:00:01.305,1.305,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:37.439,97.439,00:01:38.250,98.25,00:00:00.811,0.811,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:38.250,98.25,00:01:40.651,100.651,00:00:02.401,2.401,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:40.651,100.651,00:01:43.908,103.908,00:00:03.257,3.257,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:43.908,103.908,00:01:45.151,105.151,00:00:01.243,1.243,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:45.151,105.151,00:01:48.400,108.4,00:00:03.249,3.249,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:48.400,108.4,00:01:48.700,108.7,00:00:00.300,0.3,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:48.700,108.7,00:01:50.785,110.785,00:00:02.085,2.085,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:50.785,110.785,00:01:52.200,112.2,00:00:01.415,1.415,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:52.200,112.2,00:01:54.450,114.45,00:00:02.250,2.25,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:54.450,114.45,00:01:58.450,118.45,00:00:04.000,4.0,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:58.450,118.45,00:01:59.450,119.45,00:00:01.000,1.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:59.450,119.45,00:01:59.670,119.67,00:00:00.220,0.22,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:01:59.670,119.67,00:02:00.934,120.934,00:00:01.264,1.264,4,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51015_sessie1_taskrobotEngagement.eaf
default,00:00:00.000,0.0,00:00:06.580,6.58,00:00:06.580,6.58,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:06.580,6.58,00:00:08.110,8.11,00:00:01.530,1.53,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:08.110,8.11,00:00:10.680,10.68,00:00:02.570,2.57,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:10.680,10.68,00:00:16.840,16.84,00:00:06.160,6.16,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:16.840,16.84,00:00:19.720,19.72,00:00:02.880,2.88,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:19.720,19.72,00:00:20.470,20.47,00:00:00.750,0.75,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:20.470,20.47,00:00:20.720,20.72,00:00:00.250,0.25,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:20.720,20.72,00:00:22.470,22.47,00:00:01.750,1.75,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:22.470,22.47,00:00:23.541,23.541,00:00:01.071,1.071,0,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:23.541,23.541,00:00:25.020,25.02,00:00:01.479,1.479,4,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:25.020,25.02,00:00:28.080,28.08,00:00:03.060,3.06,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:28.080,28.08,00:00:30.340,30.34,00:00:02.260,2.26,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:30.340,30.34,00:00:41.220,41.22,00:00:10.880,10.88,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:41.220,41.22,00:01:16.760,76.76,00:00:35.540,35.54,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:16.760,76.76,00:01:19.390,79.39,00:00:02.630,2.63,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:19.390,79.39,00:01:23.760,83.76,00:00:04.370,4.37,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:23.760,83.76,00:01:24.290,84.29,00:00:00.530,0.53,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:24.290,84.29,00:01:26.040,86.04,00:00:01.750,1.75,4,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:26.040,86.04,00:01:27.790,87.79,00:00:01.750,1.75,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:27.790,87.79,00:01:30.180,90.18,00:00:02.390,2.39,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:30.180,90.18,00:01:32.180,92.18,00:00:02.000,2.0,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:32.180,92.18,00:01:39.180,99.18,00:00:07.000,7.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:01:39.180,99.18,00:01:44.600,104.6,00:00:05.420,5.42,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51016_sessie1_taskrobotEngagement.eaf
default,00:00:00.000,0.0,00:00:10.190,10.19,00:00:10.190,10.19,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:10.190,10.19,00:00:12.880,12.88,00:00:02.690,2.69,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:12.880,12.88,00:00:14.010,14.01,00:00:01.130,1.13,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:14.010,14.01,00:00:19.320,19.32,00:00:05.310,5.31,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:19.320,19.32,00:00:21.070,21.07,00:00:01.750,1.75,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:21.070,21.07,00:00:34.070,34.07,00:00:13.000,13.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:34.070,34.07,00:00:36.570,36.57,00:00:02.500,2.5,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:36.570,36.57,00:00:37.380,37.38,00:00:00.810,0.81,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:37.380,37.38,00:00:40.991,40.991,00:00:03.611,3.611,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:40.991,40.991,00:00:43.240,43.24,00:00:02.249,2.249,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:43.240,43.24,00:00:55.240,55.24,00:00:12.000,12.0,3,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:55.240,55.24,00:00:58.740,58.74,00:00:03.500,3.5,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:58.740,58.74,00:01:02.450,62.45,00:00:03.710,3.71,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:02.450,62.45,00:01:04.110,64.11,00:00:01.660,1.66,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:04.110,64.11,00:01:06.110,66.11,00:00:02.000,2.0,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:06.110,66.11,00:01:07.110,67.11,00:00:01.000,1.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:07.110,67.11,00:01:14.110,74.11,00:00:07.000,7.0,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:14.110,74.11,00:01:17.910,77.91,00:00:03.800,3.8,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:17.910,77.91,00:01:19.700,79.7,00:00:01.790,1.79,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:01:19.700,79.7,00:01:24.040,84.04,00:00:04.340,4.34,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51017_sessie1_taskrobotEngagement.eaf
default,00:00:00.000,0.0,00:00:13.970,13.97,00:00:13.970,13.97,1,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51019_sessie1_taskrobotEngagement.eaf
default,00:00:13.970,13.97,00:00:15.230,15.23,00:00:01.260,1.26,2,/home/sail/Documents/ronald/all_vids/annotations_double/elan/51019_sessie1_taskrobotEngagement.eaf
